Commit SHA,Java File,Old function signature,New function signature
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable, Observable, Observable)"
59578815c3d4c8336192baeed3dfe6b7119a9b73,rxjava-core/src/main/java/rx/Observable.java,"mergeDelayError(Observable<? extends T>[])","mergeDelayError(Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable, Observable)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T, T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T, T, T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T, T, T)"
284f79ad6dbbbec60dfe08f5f99f5f0fccdae124,rxjava-core/src/main/java/rx/Observable.java,"startWith(T[])","startWith(T, T)"
969b3a9f79f03a7874009a51cf2840c1efb82cc0,rxjava-core/src/main/java/rx/Observable.java,"merge(Observable<? extends T>[])","merge(Observable, Observable, Observable, Observable, Observable, Observable)"
